ID,최초접수경찰서,발생경찰서,관할지구대(파출소),발생일시,발생위치-전체주소,검거죄종(7대),검거죄명,피의자,피해자,범죄사실,경도,위도
349,대구남부경찰서,대구남부경찰서,봉천지구대,2017-05-31 10:00,대구광역시 남구 봉덕로19길 29-1,,국민체육진흥법위반(도박등),1,1,"피의자 백승현은 회사원이다.   
누구든지 서울올림픽기념 국민체육진흥공단과 수탁업자가 아닌 자가 체육진흥 투표권 또는 이와 비슷한 것을 발행하여 결과를 적중시킨 자에게 재물이나 재산상의 이익을 제공하는 행위를 이용하여 도박을 하여서는 아니 된다.  그럼에도 불구하고, 피의자는 2017. 5. 31. 10:00 강원도 강릉시 송정길30번안길 43-4  204동 103호 피의자의 주거지에서 인터넷 도박 사이트 레드몽(http://we-hong.com, jc-hong.com, 팔레스, 007)에 접속하여 사이트 운영 계좌인 임영민 명의 농협 계좌(3464655556533)로 10만원, 2017. 5. 27. 7만원 등 모두 2회에 걸쳐 17만원을 입금하여 사이버머니를 충전하고 국내외 스포츠경기에 대하여 배팅을 하는 방법으로 도박을 하였다.",126.9044369,37.43388415
350,강원강릉경찰서,강원강릉경찰서,동부지구대,2017-03-10 21:30,강원도 강릉시 송정길30번안길 43-4,,국민체육진흥법위반(도박등),1,1,"피의자 양진욱(32세, 남)은 청원경찰로 일하는 자이다. 
2017. 3. 10.경 불상자가 운영하는 인터넷 도박 사이트 “ARENA(www.ar-320.com)”에 접속하고 피의자 명의의 신한은행 계좌(110555588887)를 이용하여 도박 사이트 운영자가 사용한 ☆☆☆ 명의의 우리은행 계좌(1545466669918)로 45,000원 입금하였다. 
그리고 입금된 금액에 해당하는 충전 포인트를 사용하며 국내외 스포츠 경기 승무패를 예측하고 배팅하여 배당금을 넘겨받는 게임을 하였다. 
이로써 일명 스포츠 토토 도박을 하였다.",126.7367957,37.52821118
351,경기안양만안경찰서,경기안양만안경찰서,석수지구대,2015-08-21 0:20,"경기도 안양시 만안구 안양로532번길 12 107동 102호(석수동, 현대)",,도박,5,1,"가. 도박
피의자 유병현, 피의자 유정빈, 피의자 이승형, 피의자 윤은식은 지인관계이고, 피의자 유병현는 “해일 호프집”을 운영하는 자이다.
2015. 8. 21. 00:20경부터 같은날 01:40경까지부산광역시 해운대구 해운대해변로 115  피의자 유병현가 운영하는 “해일 호프집”에 있는 내실에서, 카드 42매를 이용하여, 피의자 유정빈은 250,000원, 피의자 유병현은 299,000원, 피의자 이승형은 22,000원, 피의자  윤은식은 527,000원을 가지고 ""훌라"" 및 ""세븐 포카""라는 도박을 하였다.
나. 도박방조
피의자 유병현는 위 일시 및 장소에서 위 가항과 같은 방법으로 도박을 한다는 것을 알면서도 이를 돕기 위해 그 장소와 카드 등을 제공함으로써 도박행위를 용이하게 하여 이를 방조하였다.",127.5166151,37.2398592
352,부산해운대경찰서,부산해운대경찰서,우동지구대,2017-06-29 2:30,"부산광역시 해운대구 해운대해변로 115 308-103(우동, 대우마리나)",,도박,4,1,"피의자 이준호(44세,남)은 골프선수, 피의자 장윤건(53세,남)는 일용직노동, 피의자 전병엽(52세,남)는 일용직 노동, 피의자 정영수(46세,남)은 일용직노동을 하는 자이다.
   피의자들은 2017. 6. 29. 02:30경부터 03:00경 사이에 서울특별시 서대문구 가좌로 143 (홍은동), 킨더월드 1층 '미라클PC방' 내에서 카드 52장을 사용하여 각자 7장의 카드를 나눠가지고 숫자와 무늬를 맞춰 승부를 정하고 승자에게 2등은 1,000원, 3등은 2,000원, 4등은 3,000원을 지급하는 방식으로 약7-8회에 걸쳐 판돈 1,618,000원 상당의 속칭 '훌라'라는 도박을 함께 하였다.
",127.9240427,37.31482043
353,서울서대문경찰서,서울서대문경찰서,홍은2파출소,2015-10-21 20:30,"서울특별시 서대문구 가좌로 143 (홍은동), 킨더월드",,도박,5,1,"피의자(1)주영민, 같은(2)한광식, 같은(3)한재관, 같은(4)허영호, 같은(5)현주용은 평소 알고 지내는 사이이다. 
가. 피의자(1)주영민, 같은(2)한광식, 같은(3)한재관, 같은(4)허영호의 도박
   피의자들은 2015. 10. 21. 20:30경부터 같은 날 22:30경까지 같은(5)현주용은이 운영하는 경기도 안성시 원곡면 가천중앙1길 51-18 삼국당구장에서, 카드 45매를 이용하여 각자 7장씩 나누어 가진 다음, 같은 숫자 3장이나, 같은 그림의 연결된 숫자 3장을 바닥에 내려 놓는 방법으로 가장 작은 수를 가진 사람이 승하고, 후순위의 사람들이 1등에서 일정금액(1,000원, 2,000원, 3,000원)을 지불하는 등 판돈 1,034,000원 상당으로 속칭 “훌라”라는 도박을 하였다. 
나. 피의자(5)현주용의 도박방조
    피의자는 위 가)항과 같은 일시장소에서 위 피의자들이 도박을 할수 있게 당구장 내실에 원탁과 의자, 카드를 준비하여 제공하는 등 도박을 방조하였다.",126.3008255,36.75737523
354,경기안성경찰서,경기안성경찰서,원곡파출소,2017-05-19 22:00,경기도 안성시 원곡면 가천중앙1길 51-18,,도박,6,1,"피의자 강민구는 택시기사, 같은2)강동현은 무직, 같은3)강민구은 정비, 같은4)현영관은 정비, 같은5)강인권은 정비, 같은6)이철민는 자영업에 종사하는 자들로 평소 알고 지내는 사이이다.
피의자들은 2017. 5. 19. 22:00 - 23:04경까지 구리시 동구릉로231번길 28, 피의자 2)강동현의 家에서 피의자1) 강민구 205,000원, 같은2) 강동현 85,000원, 같은3)강민구 20,000원, 같은4)현영관 55,000원, 같은5))강인권 75,000원, 같은6)이철민 35,000원 도합 451,000원을 가지고서 피의자 2)강동현의 집에 있던 홧투 20장(껍데기)을 이용하여 각 2장을 나누어 갖고 그 중에 땡, 끗수를 계산하여 선을 정하는 방법으로 속칭 ‘섯다’ 라는 도박을 하였다.",129.3958482,36.08524601
355,경북포항북부경찰서,경북포항북부경찰서,장성파출소,2017-11-08 16:58,경상북도 포항시 북구 삼흥로 50-13,,국민체육진흥법위반(도박등),1,1,"피의자는 불법 인터넷 도박사이트인 속칭 거북이(www.gd-270.com) 사이트의 회원이다.
피의자는 2017. 11. 8. 16:58경 서울특별시 서초구 잠원로 150  사무실에서 위 도박사이트에서 환전이 가능한 사이버머니를 충전하기 위해 피의자 명의 신한은행 계좌(110-554-955448)를 이용하여 50,000원을 위 도박사이트에서 지정하는 (주)곽명수 명의 농협 은행 계좌 ‘301-9999-3777-9’ 로 입금하고, 국내외 스포츠의 승패와 점수차를 예상하여 적중여부에 따라 사이버머니를 배당받는 일명 ‘승.무.패’ 게임에 해당 사이버머니를 거는 방법으로 배팅하는 등 별지의 범죄일람표와 같이 총 59회에 걸쳐 13,800,000원의 도금을 걸고 우연한 승부에 의하여 재물의 득실을 취득하는 도박을 하였다.
",127.5993005,36.99020728
356,서울서초경찰서,서울서초경찰서,반포지구대,2017-01-19 22:00,서울특별시 서초구 잠원로 150 잠원한신아파트 4동 107호,,국민체육진흥법위반(도박등),1,1,"피의자는 2017. 1. 19.경 인터넷 불법 사설 도박사이트 ‘HARTZ’에 접속하여 운영자가 입금계좌로 지정한 유한회사☆☆☆ 명의의 경남은행 계좌(9999-4444-6444-5)로 50,000원을 입금하여 해당 금액과 같은 금액만큼 게임머니로 충전하였다.
피의자는 축구, 야구 승무패 게임에 참가하여 자신이 배팅한 게임이 적중되면 배당률에 해당하는 금액만큼 게임머니로 지급 받는 일명 ‘스포트 토토’ 게임을 하여 게임머니와 같은 금액만큼 금원을 환전하는 방법으로 도박을 하였다.
피의자는 이때부터 별지 범죄일람표 기재와 같이 총 103회에 걸쳐 합계 9,990,000원을 입금하여 위와 같은 방법으로 도박을 하였다.
",126.9019222,37.71553649
357,충남천안동남경찰서,충남천안동남경찰서,성정지구대,2016-12-28 4:30,충청남도 천안시 동남구 복자1길 24 (성황동),강간·강제추행,강제추행,1,1,"피의자와 피해자는 2016. 12. 28. 00:30경 대구광역시 달서구 용산로 266  소재 ‘M노래타운’에서 만난 사이이다.
2016. 12. 28. 04:30경 대구광역시 달서구 용산로 244 '신선설농탕' 주차장 앞에서 함께 귀가하던 피해자에게 강제로 뽀뽀를 하며 ""너네 집에 가서 손만 잡고 자면 안되냐""라는 말을 하였고, 이를 거부하는 피해자를 주차되어 있던 차량 본넷트로 밀어 뽀뽀를 하고 피해자의 겉옷 안쪽으로 손을 넣어 티셔츠 위로 가슴 부위를 만진 뒤, 피해자를 껴안아 피해자의 등과 엉덩이 부분을 만지는 등 강제로 추행하였다.",126.8306359,37.68728103
358,대구달서경찰서,대구달서경찰서,죽전파출소,2017-09-17 2:00,"대구광역시 달서구 용산로 266 101동 101호(용산동, 용산영남타운)",강간·강제추행,강간,1,1,"피의자 김덕용과 피해자 김대휘는 연인사이다. 피의자가 다른 여자를 만나는 문제로 피해자가 헤어지자고 하였다. 
가. 성폭력범죄의 처벌 등에 관한 특례법위반(카메라 등을 이용한 촬영)
피의자는 2017. 4월 날짜 불상경 19:00-20:00경 경기도 시흥시 진말로 46 나비모텔 내에서 피해자의 허락을 받지 않고 나체사진을 휴대폰으로 촬영하였다. 
나. 협박
피의자는 2017. 9. 17. 02:00경 위 가항과 촬영한 나체사진을 피해자가 만나주지 않는다는 이유로 카카오톡 메신저로 보내 사진을 ‘지우고 싶으면 직접 와 동영상이야 직접지워 안 그럼 인터넷에 올릴 거야’ 라며 피해자를 협박하였다.
다. 강간      
피의자는 2017. 9. 17. 04:00경 경기도 시흥시 진말로 186에서 피의자 소유의 32호1428호 BMW차량내에서 피해자의 옷을 벗기고 피해자의 음부에 성기를 삽입하여 강간하였다.",127.7313088,36.70738748
359,경기시흥경찰서,경기시흥경찰서,장곡지구대,2015-10-29 2:00,경기도 시흥시 진말로 46 108동 103호(장곡동  진말삼환한진1차아파트),강간·강제추행,강간,1,1,"피의자는 피해자 김명규와 2012. 12.경부터 2014. 5.경간 사실혼 관계를 유지하다 헤어진 사이이다. 
피의자는 2015. 10. 29. 02:00경부터 05:00경간 경상남도 밀양시 중앙로 278-5 306호에 거주하는 전 처 피해자 김명희(19세,여)를 찾아가 문을 열어주자 들어가서 방문을 잠궜다. 피의자는 피해자에게 성관계를 요구하였으나 피해자가 이를 거절하자 “왜 내 성질을 건드냐, 다 죽자 너도 칼로 찔러 죽이고 나도 죽겠다”고 협박하면서 의자 위에 있던 재떨이를 들어 침대 위에 있던 피해자에게 던져 그녀의 머리에 맞게 하였다. 계속해서 피의자는 빗자루세트(빗자루와 쓰레받기가 결합된 물건)를 들고 침대 위에 올라가서 피해자를 때릴 것처럼 위협하고, “안 하면 죽여버리겠다”고 협박 하며 성관계를 요구하였다. 피의자는 겁에 질린 피해자가 어쩔 수 없이 “해 주겠다”고 하자 피해자를 1회 간음하여 강간하였다.
",127.1348198,37.49284478
360,경남밀양경찰서,경남밀양경찰서,역전파출소,2016-10-02 22:20,경상남도 밀양시 중앙로 278-5,강간·강제추행,강제추행,1,1,"피해자는 편의점 종업원, 피의자는 편의점 손님으로 처음 방문한 자 이다.
피의자는 2016. 10. 2. 22:20경 경상북도 구미시 백산로5길 26 CU편의점 내 계산대에서 일하고 있는 피해자 김명수에게 다가가 약50분간 동안 ""마음에 든다. 나랑 저쪽 어두운 곳에 가서 이야기 좀 하자""며 대화를 시도하다가 피해자가 이에 응하지 않자 추행할 것을 마음먹고,
계산대 문을 열고 들어가 피해자에게 “더 가까이에서 보고 싶다” 라며 피해자의 의사에 반하여 몸을 밀착하고 손을 더듬는 추행을 하였다.",127.2627253,37.65673123
361,경북구미경찰서,경북구미경찰서,형곡지구대,2015-06-30 9:20,"경상북도 구미시 백산로5길 26 A동 108호(송정동, 벨라맨션)",강도,특수강도미수,1,1,"피의자는 일정한 직업이 없는 자로, 생활고에 시달리자 금품을 강취하기로 마음먹었다.
피의자는 2015. 6. 30. 09:20경 경기도 오산시 오산대역로 232 에 거주하는 피해자 김민준(72세)의 현관 문을 두드려 피해자가 문을 열자 길이 23cm(칼날길이 13cm)의 과도를 들이대며 “무릎을 꿇고 지갑을 내놔라”고 하는 순간 피해자가 반항하며 피의자의 목을 손으로 후려쳐 넘어트리고 칼을 빼앗아 도망하여 그 뜻을 이루지 못하고 미수에 그쳤다.",127.3691709,36.35868409
362,경기화성동탄경찰서,경기화성동탄경찰서,궐동지구대,2017-11-14 18:25,"경기도 오산시 오산대역로 232 1906동 103호(내삼미동, 삼미마을 휴먼시아)",강도,강도치상,1,1,"피의자는 2017. 11. 14. 18:25경 서울특별시 양천구 중앙로29길 1층 여자화장실 안으로 피해자 김민주(62세,여)을 따라 들어가 문이 없는 장애인 칸에서 소변을 보고 있던 피해자의 입을 한 손으로 세게 틀어막고, 다른 한 손으로 흉기인 과도(총길이 22cm, 날길이 11cm)를 복부에 들이대며 반항을 하지 못하게 한 후, 현금을 강취하려고 하였으나 이에 피해자가 과도를 빼앗으려고 저항하자 체포를 면탈할 목적으로 실랑이를 벌이는 과정에서 피해자를 바닥에 넘어뜨려 좌측 대퇴 및 무릎의 염좌 및 타박상, 좌측 입안 및 입술 주변부 찰과상 등 피해자에게 약 2주간의 치료를 요하는 상해를 가하였다.
",126.7233702,37.44792515
363,서울양천경찰서,서울양천경찰서,신정3파출소,2016-03-27 23:32,서울특별시 양천구 중앙로29길 120-11 정은스카이빌1차 101호 (신정동),방화,일반물건방화,1,1,"피의자는 2016. 03. 27. 23:32경, 대구광역시 남구 대명서로 47-2 앞 노상에 피해자 김범식(48세, 남)가 가게 홍보 목적으로 길가에 놓아둔 시가 30만원 상당의 에어간판 1개를 소지하고 있던 일회용 라이터로 불을 놓아 소훼하였다.
이로써, 피의자는 위 장소 인근에 있는 건물등에 불이 번져 연소하게 할수 있는 등의 공공의 위험을 발생하게 하였다.",129.128405,35.17829643
364,대구남부경찰서,대구남부경찰서,대명파출소,2015-10-15 19:00,대구광역시 남구 대명서로 47-2 (대명동1579-11),,사기,2,1,"피의자 김지훈과, 박선준은 공모하여 
2015. 10..15.경 경기도 광주시 오포읍 오포안로 306 (오포) 상호 미상의 커피 전문점에서 고소인 김석용로부터 선불금을 받더라도 고소인이 경기 동두천시 지행동에서 운영하는 스타노래방에서 종업원으로 일할 의사가 없음에도 불구하고 마치 고소인에게 선불금 600만원을 주면 일을 할 것인 양 기망하여 같은 날 피의자  김지훈 명의 새마을금고 계좌(9999-146468-675)로 이를 교부받았다.",127.2580406,36.48185445
365,경기광주경찰서,경기광주경찰서,오포동부파출소,2015-11-22 11:00,경기도 광주시 오포읍 오포안로 306 (오포),,사기,1,1,"피의자는 2015. 11. 22. 11:00 ~12:00경 경상남도 김해시 율하로 154-21 (관동동) 4층 ""슈퍼 PC방""내에서, 아르바이트생 피해자 김성연(19세,여)에게 “같은 건물 1층 '와글와글' 사장인데, 잔돈이 없으니 40만원을 빌려주면 10분 뒤에 와서 갚겠다”라고 하여, 이에 속은 피해자로부터 400,000원을 받아 편취 하였다.
",129.3333266,35.54060918
366,경남김해경찰서,경남김해경찰서,장유지구대,2015-12-16 1:30,경상남도 김해시 율하로 154-21 (관동동),,사기,1,1,"피의자는 광주광역시 광산구 목련로 307-11에 소재한 ‘미래’라는 레스토랑을 운영하던 자로 현재는 무직이다. 
피의자는 2015. 12. 16.부터 2018. 4. 16.까지 위 ‘미래’ 레스토랑 및 불상의 장소에서 피해자 ‘김세영’외 5인에게 ‘레스토랑 증축 및 운영에 필요한 자금을 빌려주면 추후 변제하도록 하겠다’고 거짓말 하였다. 그러나 사실 피의자는 피해자들에게 금원을 빌리더라도 이를 변제할 의사와 능력이 없었으며 2018. 5. 6.경 필리핀으로 도피할 생각이었다. 그럼에도 불구하고 피의자는 별지첨부 범죄일람표와 같이 각 피해자들을 기망하여 위 일시동안 현금 및 피의자 김형민 명의의 계좌를 통해 총 166,735,890원을 지급 및 송금 받아 편취하였다.",127.5071783,37.83751189
367,광주북부경찰서,광주북부경찰서,건국지구대,2015-04-08 0:00,"광주광역시 북구 양산제로 30 201동 104호(연제동, 한국레이크빌)",,사기,1,1,"피의자는 2015.04.08.경 전라북도 정읍시 북면 정읍북로 300-9 소재 건축현장에서 고소인 김영남에게 공사대금 2천만 원을 선불로 지불하면 공사를 마무리하는데 피해가 없도록 노력을 하겠다‘고 거짓말하였다. 그러나 사실은 공사대금을 선불로 받더라도 공사를 마무리하거나 완공할 의사가 없었다.
 피의자는 이와 같이 고소인을 기망하여 이에 속은 고소인으로부터 2015.4.11.피의자 명의로 개설한 농협 115-455552-87877호 계좌로 2천만 원을 송금 받아 편취하였다.",126.976339,37.38620856
368,전북정읍경찰서,전북정읍경찰서,북면파출소,2014-07-30 0:00,전라북도 정읍시 북면 정읍북로 300-9,,사기,2,1,"피의자들은 부부로 주거지에 거주하고 있었다. 피의자들은 공모하여, 2014.7.30.경 1.피의자는 고소인 김영민에게 전화를 걸어 2.피의자(집사람) 이름으로 대출을 받으려고 하는데 신용이 부족하니, ‘입금동의’를 하여 주면 대출을 받을 수 있다. 연대 보증인으로 책임은 전혀 없다, 고 거짓말하였다. 그러나 사실은 고소인이 입금동의를 하면 연대 보증인으로 채무를 대위변제하여야 한다.
피의자는 이와 같이 고소인을 속이고 이에 속은 고소인을 연대 보증인으로 서명날인하게 하고 같은 날 엘하비스트대부 주식회사에서 300만원을 대출받은 것을 비롯하여 4군데 대출업체에서 1,500만원을 대출받아 이를 편취하였다.",126.4299553,37.53522354
369,경기성남중원경찰서,경기성남중원경찰서,대원파출소,2014-05-21 0:00,경기도 성남시 중원구 박석로25번길 44-5,,사기,1,1,"피의자는 2014. 5. 21. 경기도 성남시 분당구 판교로 519 건설현장에서 고소인에게 “개발 분담금 5,000만원이 춘천시에서 나올 것이 예상된다, 500만원을 주면 개발분담금을 감면 내지 절세를 받도록 해 주겠다”고 거짓말을 하였다.
그러나 사실은 피의자는 고소인으로부터 금원을 받더라도 감면 내지 절세를 받도록 해줄 의사나 능력이 없었다.
피의자는 이에 속은 고소인으로부터 그 즉시 절세 내지 감면 비용 명목으로 100만원을 피의자 명의 농협계좌(454-7878-0555-13)로 100만원을 송금 받았다
이로써 피의자는 고소인을 기망하여 재물의 교부를 받았다.",126.8220695,35.22377889
370,경기분당경찰서,경기분당경찰서,야탑지구대,2013-12-30 0:00,경기도 성남시 분당구 판교로 519 (야탑2동 탑마을 경남아파트) 710동 101호,,사기,1,1,"2013. 12. 30. 경기도 안양시 만안구 삼성산길 10 사무소에서 사실은 고소인의 가게에서 일을 할 의사나 돈을 빌리면 변제할 능력이 없음에도 고소인의 가게에서 일하겠으니 선불금으로 720만원을 달라고 거짓말한 뒤 이에 속은 고소인으로부터 자신의 계좌로 720만원을 받아 편취하였다.
",127.1260771,37.38244905
371,경기안양만안경찰서,경기안양만안경찰서,석수지구대,2015-05-17,경기도 안양시 만안구 삼성산길 10 석수역푸르지오아파트 관리동 1층,,사기,1,1,"피의자 박상욱은 직업이 없는 사람이다.
피의자는 고소인에게 금원을 차용하더라도 고소인의 연대보증 대출금을 변제하거나 차용금을 변제할 의사와 능력이 없었다.
그럼에도 불구하고, 피의자는 2015. 5. 17. 고소인 김우섭에게 전화 통화하여 “나에게 5,000만 원 정도를 주면 고소인의 연대보증 대출금 5,000만 원을 변제하는데 사용하겠다.”며 거짓말하여 이에 속은 고소인으로부터 2015. 7. 28.부터 2015. 8. 2.까지 첨부된 범죄일람표와 같이 합계 46,866,000원을 피의자 명의 국민은행 4542-6668-7878-9 계좌로 받아 편취하였다.",128.1497434,35.17822431
372,인천계양경찰서,인천계양경찰서,계산지구대,2013-11-29 0:00,인천광역시 계양구 효서로363번길 4-1,,사기,1,1,"피의자는 직업불상인자이다. 피의자는 이웃인 피해자 ☆☆☆에게 소송중인 사건이 있는데 사건진행비용이 없다며 돈을 빌려주면 소송이 끝난 후 돈을 모두 변제하고 이자도 일반이자보다 배는 쳐주겠다고 하였다. 그러나 피의자는 피해자에게 돈을 받더라도 이를 변제할 의사나 능력이 없었다,
그럼에도 불구하고 피의자는 2013. 11. 29.경부터 2014. 2. 12.경 까지 5회에 걸쳐 도합 2,200만원을 피해자로부터 받아 이를 편취하였다.
",129.4265245,35.51103252
373,경기이천경찰서,경기이천경찰서,아미파출소,2016-10-12,경기도 이천시 경충대로1804번길 65 이화아파트 복지관 1층 이화미르,,사기,1,1,"피의자 박서준은 2016. 10 12.경 강원도 원주시 둔전길 62 (무실동) 간병센터에 전화하여 피해자 김윤식에게 “반신불수환자인 남편 김선학을 재활병원에 입원시키니 간병비 1일 9만원씩으로 지급해주고, 환자가 사용할 기저귀 등 물품을 사면 물품비도 나중에 같이 지급해주겠다.”라고 거짓말을 하였다.
그러나 피의자는 피해자로부터 간병비 및 물품비 등을 지급할 능력이나 의사가 없었다. 그럼에도 불구하고 피의자는 2016. 10. 12.부터 2016. 10. 23.까지 강원도 원주시 둔전길 52 (안인동) 재활병원에서 남편의 간병을 의뢰한 후 간병비 및 물품비 등을 지급하지 않아 1,133,000원 상당의 재산상 이익을 편취한 것이다.",128.8086235,35.19077253
374,강원원주경찰서,강원원주경찰서,단계지구대,2015-02-11 0:00,강원도 원주시 둔전길 62 (무실동),,사기,1,1,"피의자 박정환과 피해자 김재중은 춘천교도소에 수감생활 중 알게 된 사람들이다.
피의자는 출소 후 2015. 2.경 춘천시 동내면 신촌양지길 5에 있는 춘천교도소에서 피해자 김재중을 면회하면서 “아가씨사업을 해야 하는데 사무실 보증금1,000만원을 빌려주면 6개월 안에 갚겠다”라고 거짓말하였다.
그러나 사실은 피의자는 피해자로부터 빌린 돈을 사무실 보증금으로 사용하거나, 피해자에게 약속한대로 돈을 변제할 의사나 능력이 없었다.
피의자는 이에 속은 피해자로부터 2015. 3. 9. 사무실 보증금 명목으로 1,000만원을 피의자 명의 농협계좌로 송금 받았다.
",128.4996198,35.80065771
375,충남태안경찰서,충남태안경찰서,태안지구대,2013-03-25 0:00,충청남도 태안군 태안읍 재경미길 27-12,,사기,2,1,"피의자 1) 박태성, 같은 2) 임치환은 여행업에 종사하는 자들로 고소인 김재현(당 61세, 남)로부터 투자금 명목으로 금원을 교부받더라도 처음부터 그 대금에 대한 이익금이나 원금을 변제해 줄 의사나 능력이 전혀 없었다.
1. 피의자들은 2013. 3. 25. 경상북도 포항시 북구 장량로145번길 39 양덕동 1311 소재 고소인의 별장에서 고소인에게 태국호텔 데포짓(여행사끼리 저렴한 경비로 선투자하여 그 경비만큼 이익을 남기는 것)을 보여주며, “이런 형태로 호텔에 투자하여 많은 이익금을 내고 있다. 만약 1억원을 투자하면, 원금은 1년 후 상환해 주고, 매월 이익금으로 1,000만원 이상 입금해 주겠다.”고 거짓말을 하여 그 말을 진실로 믿은 고소인으로부터 당일 현금으로 1억원을  교부받았다. 
2. 피의자들은 2014. 5. 23. 위 1.항과 같은 장소에서 고소인에게 “회사 자금 사정이 좋지 않아서 그러니 추가로 1억원을 빌려주면, 월 2부 이자와 이미 투자금으로 빌려 준 1억원 포함하여 총 2억원을 2015. 7. 30.까지 틀림없이 변제해 주겠다.”고 거짓말을 하여 그 말을 진실로 믿은 고소인으로부터 2014. 5. 23. 현금으로 5,500만원, 같은 해 6. 9. 피의자 2) 임치환 명의 우리은행계좌(1888-454-864647)로 4,500만원 도합 1억원을 교부받았다.
이로써 피의자들은 고소인을 기망하여 금 2억원을 교부받아 편취하였다.
",126.8813035,37.49687843
376,경북포항북부경찰서,경북포항북부경찰서,양덕파출소,2014-10-30 0:00,"경상북도 포항시 북구 장량로145번길 39 양덕동 1311(구,장성동 1613-8번지)",,사기,1,1,"피의자 박태성은 충청북도 음성군 금석로 52-5 (주) 경리 이사로 재직 중이며 고소인 김정민과는 친구인 사람이다.
피의자는 고소인 김정민에게 돈을 차용하더라도 이를 변제할 의사나 능력이 없었다.
그럼에도 불구하고, 피의자는 2014. 10. 30. 고소인의 휴대폰으로 전화하여 “통장에 돈이 있는데 그 돈은 다른 곳에 쓸 일이 있어서 그러니 돈 1,500만원을 빌려 달라. 한 달만 쓸테니 돈이 필요하면 말해라.”고 거짓말 하여 이에 속은 고소인으로부터 1,500만원을 피의자 명의 신한은행 계좌로 이체 받아 편취하는 등 첨부된 범죄일람표와 같이 2014. 10. 30.부터 2015. 11. 3.까지 4회에 걸쳐 8,000만원을 편취하였다.

",126.9072836,37.46777046
377,충북음성경찰서,충북음성경찰서,금왕지구대,2015-01-05 14:00,충청북도 음성군 금석로 52-5,,사기,1,1,"가. 피의자는 사실 고소인 ☆☆☆이 운영하는 유흥주점에서 일을 할 의사나 능력도 없었고 돈을 빌려도 갚을 의사나 능력이 없었다. 
그럼에도 불구하고 2015. 1. 5. 14시경 □□□□□□ 주민자치센타에서 고소인에게 “부산에서 춘천으로 주소를 이전할 것이다. 급하게 쓸 일이 있으니 300만원만 빌려주면 2015. 1. 7.부터 일을 하여 갚겠다”고 거짓말한 뒤 이에 속은 고소인으로부터 자신의 계좌로 300만원을 교부받았다. 
나. 피의자는 고소인 ☆☆☆에게 “한국에서 가방을 만들면 비싸니까 중국에 주문을 해서 물건을 가져와 한국에서 판매를 하면 이익이 된다”고 하며 고소인에게 자신에게 투자를 하면 이익금과 원금을 돌려줄 수 있다고 하며 투자를 권유하였다. 
그러나 피의자는 중국에 간 적이 없고 가방을 판매할 의사나 능력도 없었음에도 고소인에게 거짓말을 한 뒤 이에 속은 고소인으로부터 2015. 1. 6. 자신의 계좌로 500만원을 교부받았다.
",126.845854,37.52385981
378,경기고양경찰서,경기고양경찰서,고양파출소,2013-10-12 0:00,경기도 고양시 덕양구 보광로12번길 53 (고양동),,사기,1,1,"피의자는 또와다방에서 일을 하였던 사람이다.
피의자는 2013. 10.경 경기도 고양시 일산동구 위시티4로에 있는 ‘또와다방’에서 피해자에게 “나는 신용불량자여서 휴대폰을 개통할 수 없으니 나와 남편 이렇게 2대를 개통하여 주면 휴대폰 사용료는 내가 내겠다”고 말하며 2013. 10. 23. 010-1111-2222번(남편 차영환 사용)과 2013. 10. 25. 010-4444-6666번(피의자 사용) 등 휴대폰 2대를  피해자 명의로 개통하였다. 그러나 사실은 휴대폰의 사용료를 지불할 의사나 능력이 없었다.
피의자는 이와 같이 피해자를 기망하여 피해자 명의로 개통된 휴대폰 2대의  요금을 2015. 3. 1.부터 2015. 6. 1.까지 470,270원(010-4444-6666번)과 2015. 4. 1.부터 2015. 10. 1.까지 567,980원(010-1111-2222번) 등 합계 1,038,250원을 납부하지 않음으로써 재산상의 이익을 취득하였다.
",126.9399141,37.27000682
379,경기고양경찰서,경기고양경찰서,풍사파출소,2013-09-16 16:00,"경기도 고양시 일산동구 위시티4로 80 107동 104호(식사동, 위시티일산자이1단지아파트)",,사기,2,1,"피의자들은 주거지에 거주하며 부부지간이다.
피의자들은 공모하여
2013.9.16. 16:00경 충청북도 괴산군 청안면 괴산로부흥3길 3  명당의원 대합실에서 고소인에게 ‘자녀가 결혼을 하는데 필요한 자금을 빌려주면 한 달 이내에 갚아주겠다’고 약속하였다.
그러나 사실은 돈을 차용하더라도 변제할 의사나 능력이 없었다.
피의자들은 이와 같이 고소인을 기망하여 이에 속은 고소인으로부터 6천만원을 차용하여 이를 편취하였다.
",128.3208358,36.14322956
